review,label
"kurang wangi,dan tidak tahan lama",0
kw,0
Alhamdulillah sesuai dengan ekspektasi tokonya amanah semoga berkah terimakasih tuk toko & kurirnya udah nganterin paketannya sampai rumah,2
harum,2
"Tidak sesuai ekspektasi, saya kira parfume Evangeline asli 😬 ternyata KW",0
"INI WANGI GAISS, BARU DATENG DAN LANGSUNG AKU COBAIN!! WANGI BANGET BANGETTTT",2
engga wangi sama sekali 🤣,0
sangat menyenangkan dan tahan lama,2
"buruk tidak sesuai ekspektasi ,palsu",0
"yang ungu wanginya seger, biru wangi nya seperti kue, yang pink wangi nya enak banget",2
wanginya enak seger,2
sangat baik,2
teksturnya bagus,2
Memiliki wangi yang menyenangkan tekstur cair sesuai ekspektasi,2
"ni saya mau tnyaa, knpaa barang yang dibeli ditoko ini,sama yang dibeli di supermarket itu beda,di spray ke baju kok ada warnanya??maaf mksud saya bukan mau menjatuhkan toko ini tapi setidaknya juallah barang yang aslii jngan yg palsu,gappa harga mahal pkok aslii",0
baguuss baguss semuaaa,2
"ayaaa parfum bikin sndri tutup botolnya aja beda""",0
"ini mah yang kW nyaa kalau yang aslinya wangiii bangttt ,ini mah ga wangiii",0
keras,0
wangi ny kayak sabun tngn,2
nda enakk kayaa ada bau minyak,0
Tempat tutup parfumnya kotor sekali entahlah apa nggak baru tapi nggak apa-apa nggak saya kembalikan terima kasih ya,1
"lumayan wangi, dan ga tahan lama dan wangii nya tu bedaa bagett",1
"Tutup botol scarlet,baunya campuran,jangan terlalu berekspetasi tinggi untuk harga segitu",2
Wangi nya enk tpi syg ttup nya rusak dan parfum nya gk bisa di semprot,1
" cair bangett campuran air nyaa kelihatan bangett jadi kaya parfumnya 20% yg 80% nya airr, masaaa habis di semprot blum ada 5mnt hilang aroma nyaaa😌, terus botol parfum nya kaya bekas gituu 3x semprot lngsng macett parahh g mau keluarr parfumnya trs di bagian tutup juga lecet semuaa, udah lahh moga cepat sadar biar tidak merugikan banyak orangg",0
 ga sama seperti gambar,0
biasa ajaa,1
baunya kaya orang abiss ngerokok menyan,0
sedikit mengecewakan,1
Parfum yang sampai sedikit kotor terus parfumnya ga bisa di semprot,0
 gak tahan lama,0
enak dikit,1
ga sesuai aroma ny sama yg asli dari segi depan aja udh keliatan,0
 TDK ada,1
biasa,1
Jualan yg benar  pantas harga murah GK ada wangi nya beda yg kita beli di supermarket ,0
Nyesal .. teritup betul,0
nggk ad wangi nya,0
b aja,1
"dateng' udh bocorr ,tutup botol ya ga samaa, kaya bekasan,wangi ya ga nyengat",1
bgus,2
"minusnya gk bersih , soalnya punya aku gk bersih terus tempat jemprot atau apala itu tersumbat",1
gk wangi bau iyah,0
tidak memenuhi standar parfumny rusak,0
tidak ada aromaaaaa,0
"tidak sesuai ekpetasi maaf kak tapi tidak ada bau
",0
 gk bersih,0
bocorr ,0
engga wangi sama sekali 🤣 sumpah kyk air doang,0
"Parfum nya bikin mood naik terus, sukaaa",2
"menurutku sih lumayan, cuma botolnya kurang rapi",1
"Parfum nya bikin mood naik terus, sukaaa",2
"teksturnya cair banget, standar aja",1
"ga enak sama sekali, kaya air campur sabun",0
"ga terlalu suka, tapi bisa diterima lah",1
"Enak sih wanginya, worth it banget",2
"tutupnya rusak, botolnya kotor kaya bekas bgt bgt sumpahhh",0
"netral, wanginya ada tapi cepet hilang",1
"parfum bocor, botol lecet parah bgt bgt sumpahhh",0
"harganya murah, kualitas ya sesuai harga",1
"Packing aman bgt, langsung nyampe dan wanginya seger parah 👍 😅",2
"Mantap, aromanya kalem cocok buat cowo cewe 😅",2
"YA BEGITU AJA, GA BURUK2 AMAT",1
agak beda dikit sama yg asli tapi masih bisa dipake,1
"bau kaya deterjen murahan, bukan parfum bgt bgt sumpahhh",0
"Packing aman bgt, langsung nyampe dan wanginya seger parah 👍 bgt bgt sumpahhh",2
"LUMAYAN AWET DI BAJU, JADI PEDE BANGET TIAP KELUAR BGT BGT SUMPAHHH",2
AGAK BEDA DIKIT SAMA YG ASLI TAPI MASIH BISA DIPAKE 😅,1
"ga terlalu suka, tapi bisa diterima lah",1
"Parfum nya bikin mood naik terus, sukaaa bgt bgt sumpahhh",2
"ga terlalu suka, tapi bisa diterima lah",1
"sumpah jelek banget, nyesel beli",0
"ga ada wanginya, asli kaya beli air mineral",0
"Wangi fresh, cocok buat dipake sehari2, ga nyesel beli",2
"palsu, barang KW banget jangan beli di sini bgt bgt sumpahhh",0
"PARFUM NYA BIKIN MOOD NAIK TERUS, SUKAAA BGT BGT SUMPAHHH",2
"Lumayan awet di baju, jadi pede banget tiap keluar",2
"ga ada wanginya, asli kaya beli air mineral",0
"Enak sih wanginya, worth it banget bgt bgt sumpahhh 😅",2
"biasa aja, ga jelek ga bagus",1
"barang ga sesuai gambar, boongan semua bgt bgt sumpahhh",0
"lumayan sih, tapi ga terlalu tahan lama",1
"Packing aman bgt, langsung nyampe dan wanginya seger parah 👍 😅",2
"BIASA AJA, GA JELEK GA BAGUS",1
"WANGI FRESH, COCOK BUAT DIPAKE SEHARI2, GA NYESEL BELI BGT BGT SUMPAHHH",2
"Wangi fresh, cocok buat dipake sehari2, ga nyesel beli",2
"Parfum nya bikin mood naik terus, sukaaa bgt bgt sumpahhh",2
"palsu, barang KW banget jangan beli di sini",0
"Wangi fresh, cocok buat dipake sehari2, ga nyesel beli",2
"Suka banget sama aromanya, soft elegan, tahan lama pula",2
"ya begitu aja, ga buruk2 amat",1
"Wangi fresh, cocok buat dipake sehari2, ga nyesel beli",2
"Suka banget sama aromanya, soft elegan, tahan lama pula",2
"ya begitu aja, ga buruk2 amat",1
"TEKSTURNYA CAIR BANGET, STANDAR AJA BGT BGT SUMPAHHH",1
"Wangi fresh, cocok buat dipake sehari2, ga nyesel beli",2
"GA TERLALU SUKA, TAPI BISA DITERIMA LAH",1
"sumpah jelek banget, nyesel beli bgt bgt sumpahhh",0
"Mantap, aromanya kalem cocok buat cowo cewe bgt bgt sumpahhh",2
"ga enak sama sekali, kaya air campur sabun",0
"menurutku sih lumayan, cuma botolnya kurang rapi",1
"Wangi fresh, cocok buat dipake sehari2, ga nyesel beli bgt bgt sumpahhh",2
"ya begitu aja, ga buruk2 amat bgt bgt sumpahhh",1
"palsu, barang KW banget jangan beli di sini",0
"ga ada wanginya, asli kaya beli air mineral bgt bgt sumpahhh 😅",0
"LUMAYAN AWET DI BAJU, JADI PEDE BANGET TIAP KELUAR BGT BGT SUMPAHHH",2
"baunya aneh, bikin pusing dan enek",0
"sumpah jelek banget, nyesel beli 😅",0
"Parfum nya bikin mood naik terus, sukaaa",2
"Parfum nya bikin mood naik terus, sukaaa bgt bgt sumpahhh",2
"harganya murah, kualitas ya sesuai harga 😅",1
"tutupnya rusak, botolnya kotor kaya bekas bgt bgt sumpahhh",0
"ga enak sama sekali, kaya air campur sabun",0
"Wangi fresh, cocok buat dipake sehari2, ga nyesel beli bgt bgt sumpahhh",2
"Barang ori, harga murah kualitas ga murahan",2
"lumayan sih, tapi ga terlalu tahan lama",1
"PENGIRIMAN OKE, PARFUMYA SIH YAA GITU AJA BGT BGT SUMPAHHH",1
"ini sih oplosan, keliatan banget cair kaya air",0
"Packing aman bgt, langsung nyampe dan wanginya seger parah 👍",2
"Sangat baik, dari kemasan sampe isi semua oke bgt bgt sumpahhh",2
"pengiriman oke, parfumya sih yaa gitu aja bgt bgt sumpahhh",1
"parfum bocor, botol lecet parah",0
"Lumayan awet di baju, jadi pede banget tiap keluar",2
"lumayan sih, tapi ga terlalu tahan lama bgt bgt sumpahhh",1
"SUMPAH JELEK BANGET, NYESEL BELI",0
"bau kaya deterjen murahan, bukan parfum",0
"So so lah, at least ga terlalu nyengat lol",1
"Hmm agak beda sama yg asli, tp masih bisa dipake",1
"So so lah, at least ga terlalu nyengat lol",1
"Biasa aja, ga jelek tp juga ga wow 😅",1
"KW BGT, BAUNYA KAYA AIR CAMPUR SABUN CAIR 🤢 😅",0
"Buruk bgt, beda jauh dari yang ori",0
"Lumayan oke buat dipake sehari2, nothing special",1
"Ini wangiii parahh, auto jadi fav 😍 wkwk",2
"Oplosan, bau kaya oli astaga",0
"Not bad, standar lah buat harga segini wkwk lol",1
"BURUK BGT, BEDA JAUH DARI YANG ORI",0
"HMM AGAK BEDA SAMA YG ASLI, TP MASIH BISA DIPAKE wkwk",1
"Biasa aja, ga jelek tp juga ga wow",1
"Ini mah bukan parfum, bau kaya cairan pel",0
"Ga ada wanginya, cuma air doang",0
"Bikin mood naik, wanginya calming banget",2
Parfum ini vibesnya kaya mahal gitu padahal murah 🫶,2
"Bau nyegrak banget, ga enak di hidung",0
"Hmm agak beda sama yg asli, tp masih bisa dipake",1
"Wangi nya kek aesthetic cafe2 gitu loh, love it",2
"INI MAH BUKAN PARFUM, BAU KAYA CAIRAN PEL",0
"BUKAN FAVORIT GW, TP GA BURUK",1
"Agak plain aromanya, tp msh oke kok",1
"Agak plain aromanya, tp msh oke kok",1
"Netral ya, ga jelek cuman ga sesuai ekspektasi juga lol",1
"Bikin mood naik, wanginya calming banget",2
"Sesuai ekspektasi, wanginya soft elegan, cocok buat daily",2
"Agak plain aromanya, tp msh oke kok",1
"Netral ya, ga jelek cuman ga sesuai ekspektasi juga wkwk lol",1
"Ini wangiii parahh, auto jadi fav 😍",2
Sangat kecewa harumnya ,0
"Worth it sih, packaging aman aromanya mevvah lol",2
"Not bad, standar lah buat harga segini wkwk",1
"B AJA SIH, WANGINYA ADA TP CEPET ILANG",1
"KACAU, PARFUM BOCOR TRUS GA BISA DI SEMPROT 😅 wkwk",0
Fix ini parfum bikin auto pede keluar rumah 😎,2
"Bukan favorit gw, tp ga buruk",1
"Lumayan oke buat dipake sehari2, nothing special lol",1
"BIKIN MOOD NAIK, WANGINYA CALMING BANGET",2
"Ya lumayan lah, ga terlalu tahan lama tapi ok wkwk",1
"Not bad, standar lah buat harga segini wkwk lol",1
"Botol lecet2 kek bekas, minus banget 😅 wkwk",0
bagus tapi pecahh d,2
wanginya cepet ilang kayaknya ini ditambahin sedikit aikr,1
standar,1
parfum seperti umumnya,1
"Biasa aja, ga jelek tp juga ga wow",1
"Kacau, parfum bocor trus ga bisa di semprot",0
"Goks, wanginya tahan lama bgt di baju 😅",2
"Kacau, parfum bocor trus ga bisa di semprot",0
"Netral ya, ga jelek cuman ga sesuai ekspektasi juga",1
"pengiriman aman, tapi kok semprotan besinya sedikit berkarat?, tutupnya juga beda masa warna biru",2
enak sih tapi palsu,1
manis tpi ada bau' aneh nya,1
gk sesuai ekspetasi,0
gabisaa di semprott,0
"kocak ga sesuai sama difoto,emanng ya mirah orang harga aslinya 40rb(+-).ini mah beda banget difoto warna putih yang datrng warna ungu🫠",0
atleast kalo mau ngemas botol & tutup di bersihkan terlebih dahulu ,0
Wjr lh dgn hrga sgitu,1
"Tdk sesuai, tutup botol sgt kotor",0
tidak sesuai yg sering aku beli,0
kurang bagus soalnya keliatan bngt kalo itu di isi ulang sma yang fake,0
d GK keluar minyak wanginya...,0
"a terlalu wangii ,tpi yaa sesuai hargaaa",1
 spray gak fungsi ,0
kaya air dikasih pewarna,0
Murah iya tapi wanginya g enak bgt trs botolnya nampak bekas,0
PARFUM INI VIBESNYA KAYA MAHAL GITU PADAHAL MURAH 🫶,2
"Ini mah bukan parfume, bau kaya cairan pel",0
"Ga ada wanginya, cuma air doang",0
"Ya lumayan lah, ga terlalu tahan lama tapi ok ",1
"Bikin mood naik, wanginya calming banget 😅",2
"Hmm agak beda sama yg asli, tp masih bisa dipake",1
"Nyesel beli, wanginya aneh bikin pusing",0
"GA ADA WANGINYA, CUMA AIR DOANG",0
"KW bgt, baunya kaya air campur sabun cair ",0
"Netral ya, ga jelek cuman ga sesuai ekspektasi juga",1
"MURCE TAPI BERASA PREMIUM, GA NYESEL BELI",2
"B aja sih, wanginya ada tp cepet ilang ",1
"OPLOSAN, BAU KAYA OLI ASTAGA",0
"SESUAI EKSPEKTASI, WANGINYA SOFT ELEGAN, COCOK BUAT DAILY",2
"Hmm agak beda sama yg asli, tp masih bisa dipake",1
"Ya lumayan lah, ga terlalu tahan lama tapi ok ",1
"Buruk bgt, beda jauh dari yang ori",0
"KW bgt, baunya kaya air campur sabun cair 🤢 wkwk",0
 baunya agak udah lama...,0
 bedaa dari yg satunya,1
 tidk baguss di bagian tutup ny,0
ini palsu kyk nya beda bgtt sama punyaku yng beli di alfamart,0
 mhon mf setelah saya buka tidak sesuai dengan harapan ,0
tutupnya banyak yg kecet,0
Kecewa gak sesuai dan tutup botol nya bekas,0
"Penjual pasti tau knapa saya kasih bintang 3,sebenar nya mau saya kasih bintang 1,selama pakai aplikasi ini blum pernah saya ngasih bintang d bawah 5,baru kali ini.",0
Perbaiki kualitas produk anda.,0
Kirain farfum evalingge asli taunya kw ga ada hrum sma sekali,0
"palsu, dideskripsi parfum avangeline, ternyata palsu",0
 tidak wangi,0
standar,1
biasa sj,0
cepat hilang 🙂,0
tidak ada aroma,0
"maaf tapi aromanya ga sesuai huhu, ya soalnya cuma harga segini si",1
bukan parfum evangeline dalemnya cuman tempatnya doang,0
 lumayan bagus,1
kurang ,0
"biasa ajh, gak wangi",1
"Wangi,tp knp ya warnanya hitam jadinya ke baju ada bekasnya,apa emang seperti itu",0
harum enakk,2
Kw,0
sesuai dengan yang di harapkan,1
 ga wangi,0
Wangi tapi karatan,1
Tutup nya juga rusak,0
"tidak nyaman,kurang wanggi juga",0
Beda isi gk sesuai,0
agak lain parfumnya,1
seperti tidak ori dari wadah dan baunya,0
palsu nggak kayak yg ori,0
b ajah,1
penipu jir beda parfum yg di kirim bukan yg asli,0
gk wangi minyak nya gk tahan lama kecewa,0
ga terlalu ke cium aroma nya,1
kurang  wangi pd pecah,0
Tidak ori ternyataa,0
Membantu,1
ternyata produk kw,0
"baunya aneh,ga kaya biasanya",0
aroma yangg tidak sesuai,0
no komen,1
ga jelek,1
wanginya ada,2
Sesuai ekspektasi,1
"berasa premium, ga nyesel beli",2
Sangat feminin dan elegan,2
Sangat menarik,2
 lembut dan tidak bikin pusing,2
Pasti beli lagi,2
Cukup untuk sehari-hari,1
Aromanya standar aja,1
Kecewa,0
cocok buat dipakai setelah mandi biar segar,2
Bocor sedikit pas paketnya datang,0
Admin ramah dan responsif.,2
isinya berkurang,0
Tidak akan beli lagi,0
 mengingatkan pada kenangan lama,1
kelihatan murahan,0
norak ,0
Lumayan,1
juga sesuai pesanan,2
Bintang 1 aja udah untung saya kasih. Harusnya 0,0
JANGAN BELI DI SINI. SAYA KORBANNYA,0
"Bau apek gitu barangnya, kek kelamaan disimpen di gudang",1
Gak nyangka bakal secinta ini sama produknya 😭😭😭,2
Ga rekomen bgt. mending cari yg lain,0
Gak nyangka bakal secinta ini sama produknya 😭😭😭,2
Cukup,1
Bagus bgt ,2
"saya kira barangnya besar, ternyata kecil mungil. wkwkwk salah saya ga baca deskripsi",1
suka suka sukaaaaaa bgt,2
berfungsi dgn baik,1
"hmm, utk harga segini sih oke lah ya..",1
gitu deh. nothing special,1
ini seller niat jualan ga sih?,0
pengirimannya luamaaaaaa bgt,0
HARUS BELI JUGA GUYSSSS,2
barangnya rusak pas nyampe,0
GA NGERTI LAGIIII MO BILANG APAA 😭,1
sesuai harga la yekan...,1
auto jadi langganan nichhh,2
ga lagi2 deh beli disini 👎,0
Gasss,1
 DILUAR NURUL BAGUSNYAAAAA,2
 kotor gitu.. kecewa,0
bau, 0
